Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6,117305986,15,14,1065,4653,433,0,71.0,117.98426,1418,0,332.35715,518.2266,48.74431557,0.247216711,4189499.5,15300000.0,58500000,1,117000000,8378999.0,21200000.0,58600000,55,117000000,9019690.0,22000000.0,58600000,1,0,0,0,0,488,456,0.12787071,0.119346,0,1418,190.6,381.3936,145461.08,0,0,0,1,0,0,0,0,0,197.17241,71.0,332.35715,0,0,0,0,0,0,15,1065,14,4653,29200,179,8,32,159077.0,96356.02,227211,90943,58500000.0,106591.4,58500000,58400000,Benign
6,115986404,119,193,7488,259460,916,0,62.92437,202.49449,4380,0,1344.3523,780.99194,2301.545619,2.689970456,372946.62,1850179.9,10000000,1,116000000,982808.2,2914066.8,10000000,97,116000000,604016.7,2331124.0,10000000,1,0,0,0,0,2392,4004,1.0259824,1.6639881,0,4380,852.869,883.5275,780620.9,0,0,0,1,0,0,0,0,1,855.60254,62.92437,1344.3523,0,0,0,0,0,0,119,7488,193,259460,8192,44,118,20,540953.6,1743850.2,5798860,14979,10000000.0,4241.2173,10000000,10000000,Benign
6,117303906,53,79,1540,132096,984,0,29.056604,138.37358,4194,0,1672.1013,962.0609,1139.228902,1.125282222,895449.7,7198656.5,59000000,1,117000000,2255844.2,11400000.0,59000000,55,117000000,1503445.4,9312804.0,59000000,1,0,0,0,0,1704,2536,0.45181787,0.67346436,0,4194,1004.782,1100.403,1210886.6,0,0,0,1,0,0,0,0,1,1012.3939,29.056604,1672.1013,0,0,0,0,0,0,53,1540,79,132096,29200,126,7,32,148017.0,159560.06,260843,35191,58500000.0,687225.06,59000000,58000000,Benign
6,139274,20,25,176,440,43,0,8.8,12.680694,52,0,17.6,16.160652,4422.936083,323.104097,3165.318,13173.691,74921,0,139192,7325.8945,27657.088,120660,0,139145,5797.7085,17576.97,74921,0,0,0,0,0,656,816,143.60182,179.50227,0,52,13.391304,15.178169,230.37682,0,0,0,1,0,0,0,0,1,13.688889,8.8,17.6,0,0,0,0,0,0,20,176,25,440,29200,227,12,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,244,2,2,84,228,42,42,42.0,0.0,114,114,114.0,0.0,1278688.525,16393.44262,81.333336,139.14142,242,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8196.722,8196.722,42,114,70.8,39.436024,1555.2,0,0,0,0,0,0,0,0,1,88.5,42.0,114.0,0,0,0,0,0,0,2,84,2,228,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,64093,1,1,40,307,40,40,40.0,0.0,307,307,307.0,0.0,5414.00777,31.20465573,64093.0,0.0,64093,64093,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15.602328,15.602328,40,307,129.0,154.15253,23763.0,0,0,0,0,0,0,0,0,1,193.5,40.0,307.0,0,0,0,0,0,0,1,40,1,307,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,10313737,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.908742001,0.484790334,2578434.2,5155536.0,10300000,4,10300000,2578434.2,5155536.0,10300000,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.48479033,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1999.0,0.0,1999,1999,10300000.0,0.0,10300000,10300000,DDoS
6,178134,3,5,26,11607,20,0,8.666667,10.263203,5840,0,2321.4,3173.3738,65304.77057,44.91001156,25447.715,66858.305,177067,3,866,433.0,544.4722,818,48,178055,44513.75,88369.56,177067,3,0,0,0,0,72,112,16.841255,28.068758,0,5840,1292.5555,2554.1592,6523729.5,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
6,6,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,32,333333.34,166666.67,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,19903,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100.4873637,19903.0,0.0,19903,19903,19903,19903.0,0.0,19903,19903,0,0.0,0.0,0,0,0,0,0,0,64,0,100.487366,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,370,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,59962,2,2,84,196,42,42,42.0,0.0,98,98,98.0,0.0,4669.624095,66.70891565,19987.334,34573.184,59909,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,40,64,33.354458,33.354458,42,98,64.4,30.672462,940.8,0,0,0,0,0,0,0,0,1,80.5,42.0,98.0,0,0,0,0,0,0,2,84,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,119163456,87,108,3046,184103,439,0,35.011494,96.24454,4380,0,1704.6573,1001.613,1570.523433,1.636407726,614244.6,2347254.5,10000000,1,119000000,1385621.6,3389107.0,10000000,4,113000000,1060555.4,3055109.8,10000000,1,0,0,0,0,1776,2304,0.7300896,0.9063181,0,4380,954.84186,1117.1934,1248120.9,0,0,0,1,0,0,0,0,1,959.73846,35.011494,1704.6573,0,0,0,0,0,0,87,3046,108,184103,8192,330,84,20,290748.0,927266.4,3235214,22757,9639540.0,1252882.9,10000000,5661105,Benign
17,49777,1,1,78,162,78,78,78.0,0.0,162,162,162.0,0.0,4821.503907,40.17919923,49777.0,0.0,49777,49777,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,20.0896,20.0896,78,162,106.0,48.49742,2352.0,0,0,0,0,0,0,0,0,1,159.0,78.0,162.0,0,0,0,0,0,0,1,78,1,162,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,210,2,2,64,248,32,32,32.0,0.0,124,124,124.0,0.0,1485714.286,19047.61905,70.0,80.29321,159,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,9523.81,9523.81,32,124,68.8,50.390476,2539.2,0,0,0,0,0,0,0,0,1,86.0,32.0,124.0,0,0,0,0,0,0,2,64,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,1431,3,1,18,6,6,6,6.0,0.0,6,6,6.0,0.0,16771.48847,2795.248078,477.0,822.72656,1427,0,4,2.0,2.828427,4,0,0,0.0,0.0,0,0,0,0,0,0,60,20,2096.436,698.812,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,7.5,6.0,6.0,0,0,0,0,0,0,3,18,1,6,0,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,1061603,4,6,317,11595,317,0,79.25,158.5,4344,0,1932.5,1977.8129,11220.76709,9.419717164,117955.89,330074.22,996973,4,1008975,336325.0,572169.4,996973,4,64557,12911.4,22511.887,52123,94,0,0,0,0,144,200,3.7678869,5.65183,0,4344,1082.909,1707.8329,2916693.2,0,0,0,1,0,0,0,0,1,1191.2,79.25,1932.5,0,0,0,0,0,0,4,317,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
17,453,1,1,62,78,62,62,62.0,0.0,78,78,78.0,0.0,309050.7726,4415.011038,453.0,0.0,453,453,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2207.5056,2207.5056,62,78,67.333336,9.237604,85.333336,0,0,0,0,0,0,0,0,1,101.0,62.0,78.0,0,0,0,0,0,0,1,62,1,78,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,118211071,15,15,1108,4996,436,0,73.86667,117.441086,2860,0,333.06668,740.81195,51.63644952,0.253783336,4076243.8,15200000.0,58900000,1,118000000,8443648.0,21400000.0,58900000,21,118000000,8436750.0,21400000.0,59000000,1,0,0,0,0,312,312,0.12689167,0.12689167,0,2860,196.90323,529.78845,280675.8,0,0,0,1,0,0,0,0,1,203.46666,73.86667,333.06668,0,0,0,0,0,0,15,1108,15,4996,8192,360,14,20,206221.0,168370.61,325277,87165,58900000.0,127200.734,58900000,58800000,Benign
6,115620288,19,17,1148,1315,517,0,60.42105,152.42787,1145,0,77.35294,277.54706,21.30248975,0.31136404,3303436.8,4668746.0,10000000,3,116000000,6423349.5,4786709.5,10100000,3,111000000,6923944.0,4782169.5,10100000,215,0,0,0,0,392,484,0.16433102,0.14703302,0,1145,66.567566,214.59659,46051.695,0,0,0,1,0,0,0,0,0,68.416664,60.42105,77.35294,0,0,0,0,0,0,19,1148,17,1315,8192,980,18,20,71075.27,91506.29,346977,43370,10000000.0,8525.244,10000000,9977425,Benign
6,5844769,5,1,123,46,46,0,24.6,23.276598,46,46,46.0,0.0,28.91474411,1.026558962,1168953.8,2561391.2,5750704,3,5844769,1461192.2,2860012.5,5750704,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.8554658,0.17109317,0,46,30.714285,21.684975,470.2381,0,1,0,0,1,0,0,0,0,35.833332,24.6,46.0,0,0,0,0,0,0,5,123,1,46,253,424,2,20,93536.0,0.0,93536,93536,5750704.0,0.0,5750704,5750704,Benign
6,4,2,1,12,6,6,6,6.0,0.0,6,6,6.0,0.0,4500000.0,750000.0,2.0,2.828427,4,0,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,250000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,6.0,0,0,0,0,0,0,2,12,1,6,7545,63661,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,47747,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,2094.372421,41.88744843,47747.0,0.0,47747,47747,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,20.943724,20.943724,42,58,47.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,30561,1,1,39,295,39,39,39.0,0.0,295,295,295.0,0.0,10928.96175,65.44288472,30561.0,0.0,30561,30561,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.721443,32.721443,39,295,124.333336,147.80167,21845.334,0,0,0,0,0,0,0,0,1,186.5,39.0,295.0,0,0,0,0,0,0,1,39,1,295,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,8990,3,1,38,0,38,0,12.666667,21.93931,0,0,0.0,0.0,4226.918799,444.9388209,2996.6667,5104.0117,8890,1,8990,4495.0,6355.4756,8989,1,0,0.0,0.0,0,0,1,0,0,0,96,20,333.7041,111.2347,0,38,15.2,20.813457,433.2,0,1,0,0,1,0,0,0,0,19.0,12.666667,0.0,0,0,0,0,0,0,3,38,1,0,349,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,53684,1,1,59,117,59,59,59.0,0.0,117,117,117.0,0.0,3278.444229,37.25504806,53684.0,0.0,53684,53684,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18.627523,18.627523,59,117,78.333336,33.486317,1121.3334,0,0,0,0,0,0,0,0,1,117.5,59.0,117.0,0,0,0,0,0,0,1,59,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,118376140,145,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.224909006,822056.5,2104624.5,13000000,0,118000000,822056.5,2104624.5,13000000,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1.224909,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,145,0,0,0,-1,-1,0,0,4187469.0,5674924.0,15000000,3,7462887.5,2331676.0,13000000,5226930,Benign
6,5500436,8,5,698,3013,517,0,87.25,178.6335,1460,0,602.6,709.1557,674.6737895,2.363449007,458369.66,1546284.2,5368261,4,5500436,785776.56,2020831.0,5368261,4,62257,15564.25,16007.032,29714,208,0,0,0,0,172,112,1.4544301,0.9090189,0,1460,265.07144,490.51236,240602.38,0,0,0,1,0,0,0,0,0,285.46155,87.25,602.6,0,0,0,0,0,0,8,698,5,3013,8192,60,7,20,132171.0,0.0,132171,132171,5368261.0,0.0,5368261,5368261,Benign
6,143663,19,24,206,466,43,0,10.842105,11.903609,51,0,19.416666,14.467104,4677.613582,299.3115834,3420.5476,12984.698,67347,0,143662,7981.222,27328.766,114959,1,143558,6241.6523,17211.826,67347,0,0,0,0,0,404,504,132.25395,167.05763,0,51,15.272727,13.962347,194.94714,0,0,0,1,0,0,0,0,1,15.627907,10.842105,19.416666,0,0,0,0,0,0,19,206,24,466,8192,229,17,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,251456,8,9,1007,4943,636,0,125.875,218.14178,1460,0,549.2222,645.621,23662.1914,67.60626114,15716.0,19309.064,63486,48,251456,35922.285,29617.291,72588,49,182165,22770.625,22979.217,68126,48,0,0,0,0,172,192,31.81471,35.79155,0,1460,330.55554,516.9178,267204.03,0,0,0,1,0,0,0,0,1,350.0,125.875,549.2222,0,0,0,0,0,0,8,1007,9,4943,8192,986,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,206,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,970873.7864,19417.47573,68.666664,78.76759,156,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,64,64,9708.738,9708.738,42,58,48.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,0,0,0,0,0,0,2,84,2,116,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,11103,2,2,496,2820,248,248,248.0,0.0,1410,1410,1410.0,0.0,298658.0204,360.262992,3701.0,6366.1924,11052,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,180.1315,180.1315,248,1410,712.8,636.4536,405073.2,0,0,0,0,0,0,0,0,1,891.0,248.0,1410.0,0,0,0,0,0,0,2,496,2,2820,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,191,2,2,102,134,51,51,51.0,0.0,67,67,67.0,0.0,1235602.094,20942.40838,63.666668,25.403412,93,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,10471.204,10471.204,51,67,57.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,71.75,51.0,67.0,0,0,0,0,0,0,2,102,2,134,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,99,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20202.0202,99.0,0.0,99,99,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10101.01,10101.01,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,349,260,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,29900968,3,4,18,24,6,6,6.0,0.0,6,6,6.0,0.0,1.4046368,0.234106133,4983494.5,5403782.5,10000000,51218,20100000,10100000.0,9.192389,10100000,10100000,29800000,9949910.0,176159.12,10100000,9746499,0,0,0,0,60,80,0.1003312,0.13377494,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,6.857143,6.0,6.0,0,0,0,0,0,0,3,18,4,24,64240,65535,2,20,51287.5,70.00357,51337,51238,10000000.0,60.811184,10000000,10000000,Benign
17,135,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,1185185.185,29629.62963,45.0,71.88185,128,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,14814.814,14814.814,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,80910341,8,5,56,11607,20,0,7.0,5.656854,5840,0,2321.4,3173.3738,144.147211,0.160671675,6742528.5,21000000.0,73100000,0,80100000,11400000.0,27300000.0,73100000,0,825796,206449.0,412136.9,824654,3,0,0,0,0,172,112,0.098874874,0.0617968,0,5840,833.5,2103.1155,4423095.0,0,0,0,0,1,0,0,0,0,897.61536,7.0,2321.4,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,616.0,0.0,616,616,40000000.0,46800000.0,73100000,6944348,DDoS
17,676740,1,1,44,70,44,44,44.0,0.0,70,70,70.0,0.0,168.4546502,2.955344741,676740.0,0.0,676740,676740,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1.4776723,1.4776723,44,70,52.666668,15.011107,225.33333,0,0,0,0,0,0,0,0,1,79.0,44.0,70.0,0,0,0,0,0,0,1,44,1,70,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,24423,2,2,76,274,38,38,38.0,0.0,137,137,137.0,0.0,14330.7538,163.7800434,8141.0,14058.21,24374,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,40,40,81.89002,81.89002,38,137,77.6,54.224533,2940.3,0,0,0,0,0,0,0,0,1,97.0,38.0,137.0,0,0,0,0,0,0,2,76,2,274,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,1176,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,132653.0612,3401.360544,392.0,672.9019,1169,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,1700.6803,1700.6803,31,47,37.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,85376166,8,6,360,11595,354,0,45.0,124.872505,4344,0,1932.5,1754.8314,140.0273702,0.163980191,6567397.5,23600000.0,85200000,3,85200000,12200000.0,32200000.0,85200000,3,151514,30302.8,60596.387,138236,8,0,0,0,0,252,200,0.093702964,0.07027722,0,4344,797.0,1424.3224,2028694.4,0,0,0,0,1,0,0,0,0,853.9286,45.0,1932.5,0,0,0,0,0,0,8,360,6,11595,251,235,2,20,4013.0,0.0,4013,4013,85200000.0,0.0,85200000,85200000,DoS Hulk
6,96483,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.72904035,96483.0,0.0,96483,96483,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.36452,10.36452,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,304,252,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,74889,4,4,256,584,64,64,64.0,0.0,146,146,146.0,0.0,11216.60057,106.8247673,10698.429,19761.166,50646,3,74722,24907.334,43134.703,74715,3,50820,16940.0,29335.744,50814,3,0,0,0,0,104,80,53.412384,53.412384,64,146,100.44444,43.217796,1867.7778,0,0,0,0,0,0,0,0,1,113.0,64.0,146.0,0,0,0,0,0,0,4,256,4,584,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,113498937,19,16,1311,2388,437,0,69.0,163.7152,796,0,149.25,320.87787,32.5906136,0.308372932,3338204.0,4809700.5,10200000,41,113000000,6304186.5,5037098.0,10200000,716,113000000,7565014.0,4551561.5,10200000,900,0,0,0,0,616,520,0.16740245,0.14097048,0,796,102.75,244.58026,59819.508,0,0,0,1,0,0,0,0,0,105.685715,69.0,149.25,0,0,0,0,0,0,19,1311,16,2388,29200,290,3,32,130705.55,320631.66,1092533,23650,10200000.0,70663.945,10200000,10000000,Benign
6,5,3,0,86,0,55,0,28.666666,27.574142,0,0,0.0,0.0,17200000.0,600000.0,2.5,2.1213202,4,1,5,2.5,2.1213202,4,1,0,0.0,0.0,0,0,1,0,0,0,60,0,600000.0,0.0,0,55,35.25,26.081602,680.25,0,1,0,0,1,0,0,0,0,47.0,28.666666,0.0,0,0,0,0,0,0,3,86,0,0,119,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,366305,3,5,26,11607,20,0,8.666667,10.263203,10135,0,2321.4,4413.202,31757.68827,21.83972373,52329.285,137957.6,365187,5,884,442.0,568.51385,844,40,366290,91572.5,182410.14,365187,5,0,0,0,0,72,112,8.189897,13.649827,0,10135,1292.5555,3350.635,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666667,2321.4,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
17,60534,1,1,57,181,57,57,57.0,0.0,181,181,181.0,0.0,3931.674761,33.03928371,60534.0,0.0,60534,60534,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.519642,16.519642,57,181,98.333336,71.59143,5125.3335,0,0,0,0,0,0,0,0,1,147.5,57.0,181.0,0,0,0,0,0,0,1,57,1,181,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,31443,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,4961.358649,127.2143243,10481.0,18148.428,31437,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,63.607162,63.607162,31,47,37.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,67855,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,5953.872228,58.94922998,22618.334,39172.637,67851,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,29.474615,29.474615,30,172,86.8,77.7766,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,82,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,146341.4634,24390.2439,82.0,0.0,82,82,82,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0,0,0,40,0,24390.244,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,571,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,60960,4,2,124,172,31,31,31.0,0.0,86,86,86.0,0.0,4855.643045,98.42519685,12192.0,16690.053,30523,3,30434,10144.667,17565.016,30427,3,3,3.0,0.0,3,3,0,0,0,0,80,40,65.6168,32.8084,31,86,46.714287,26.837252,720.2381,0,0,0,0,0,0,0,0,0,54.5,31.0,86.0,0,0,0,0,0,0,4,124,2,172,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,5402256,7,8,674,7486,324,0,96.28571,128.12717,2276,0,935.75,1020.5568,1510.480066,2.776617769,385875.44,1328653.2,4999926,2,402328,67054.664,52328.9,111903,230,5293219,756174.1,1872085.4,5000051,2,0,0,0,0,152,172,1.2957549,1.4808629,0,2276,510.0,828.5559,686504.94,0,0,0,1,0,0,0,0,1,544.0,96.28571,935.75,0,0,0,0,0,0,7,674,8,7486,8192,33,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
6,118698579,13,12,617,4525,198,0,47.46154,69.54688,1460,0,377.08334,599.37866,43.31981093,0.210617517,4945774.0,16400000.0,58500000,3,119000000,9891548.0,22600000.0,58500000,179,118000000,10700000.0,23700000.0,59100000,3,0,0,0,0,272,248,0.109521106,0.10109641,0,1460,197.76923,434.9023,189140.03,0,0,0,1,0,0,0,0,0,205.68,47.46154,377.08334,0,0,0,0,0,0,13,617,12,4525,8192,31088,6,20,861686.0,545786.0,1247615,475757,58200000.0,445970.84,58500000,57900000,Benign
17,199,2,2,76,154,38,38,38.0,0.0,77,77,77.0,0.0,1155778.894,20100.50251,66.333336,108.83167,192,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,10050.251,10050.251,38,77,53.6,21.36118,456.3,0,0,0,0,0,0,0,0,1,67.0,38.0,77.0,0,0,0,0,0,0,2,76,2,154,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,204,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1088235.294,19607.84314,68.0,116.0474,202,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,9803.922,9803.922,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,791383,4,2,120,264,30,30,30.0,0.0,132,132,132.0,0.0,485.2264959,7.581663998,158276.6,310199.53,709547,3,81832,27277.334,47240.53,81826,3,4,4.0,0.0,4,4,0,0,0,0,104,64,5.054443,2.5272214,30,132,59.142857,49.770905,2477.1428,0,0,0,0,0,0,0,0,0,69.0,30.0,132.0,0,0,0,0,0,0,4,120,2,264,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,206,2,2,86,118,43,43,43.0,0.0,59,59,59.0,0.0,990291.2621,19417.47573,68.666664,78.07902,155,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,9708.738,9708.738,43,59,49.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,61.75,43.0,59.0,0,0,0,0,0,0,2,86,2,118,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign
