payload,length,attack_type,label
%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216{FILE},114,path-traversal,anom
%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216{FILE},132,path-traversal,anom
%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216%uff0e%uff0e%u2216{FILE},150,path-traversal,anom
..0x2f{FILE},12,path-traversal,anom
..0x2f..0x2f{FILE},18,path-traversal,anom
..0x2f..0x2f..0x2f{FILE},24,path-traversal,anom
..0x2f..0x2f..0x2f..0x2f{FILE},30,path-traversal,anom
..0x2f..0x2f..0x2f..0x2f..0x2f{FILE},36,path-traversal,anom
..0x2f..0x2f..0x2f..0x2f..0x2f..0x2f{FILE},42,path-traversal,anom
..0x2f..0x2f..0x2f..0x2f..0x2f..0x2f..0x2f{FILE},48,path-traversal,anom
..0x2f..0x2f..0x2f..0x2f..0x2f..0x2f..0x2f..0x2f{FILE},54,path-traversal,anom
0x2e0x2e/{FILE},15,path-traversal,anom
0x2e0x2e/0x2e0x2e/{FILE},24,path-traversal,anom
0x2e0x2e/0x2e0x2e/0x2e0x2e/{FILE},33,path-traversal,anom
0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/{FILE},42,path-traversal,anom
0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/{FILE},51,path-traversal,anom
0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/{FILE},60,path-traversal,anom
0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/{FILE},69,path-traversal,anom
0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/0x2e0x2e/{FILE},78,path-traversal,anom
0x2e0x2e0x2f{FILE},18,path-traversal,anom
0x2e0x2e0x2f0x2e0x2e0x2f{FILE},30,path-traversal,anom
0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f{FILE},42,path-traversal,anom
0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f{FILE},54,path-traversal,anom
0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f{FILE},66,path-traversal,anom
0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f{FILE},78,path-traversal,anom
0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f{FILE},90,path-traversal,anom
0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f0x2e0x2e0x2f{FILE},102,path-traversal,anom
..0x5c{FILE},12,path-traversal,anom
..0x5c..0x5c{FILE},18,path-traversal,anom
..0x5c..0x5c..0x5c{FILE},24,path-traversal,anom
..0x5c..0x5c..0x5c..0x5c{FILE},30,path-traversal,anom
..0x5c..0x5c..0x5c..0x5c..0x5c{FILE},36,path-traversal,anom
..0x5c..0x5c..0x5c..0x5c..0x5c..0x5c{FILE},42,path-traversal,anom
..0x5c..0x5c..0x5c..0x5c..0x5c..0x5c..0x5c{FILE},48,path-traversal,anom
..0x5c..0x5c..0x5c..0x5c..0x5c..0x5c..0x5c..0x5c{FILE},54,path-traversal,anom
0x2e0x2e\{FILE},15,path-traversal,anom
0x2e0x2e\0x2e0x2e\{FILE},24,path-traversal,anom
0x2e0x2e\0x2e0x2e\0x2e0x2e\{FILE},33,path-traversal,anom
0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\{FILE},42,path-traversal,anom
0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\{FILE},51,path-traversal,anom
0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\{FILE},60,path-traversal,anom
0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\{FILE},69,path-traversal,anom
0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\0x2e0x2e\{FILE},78,path-traversal,anom
0x2e0x2e0x5c{FILE},18,path-traversal,anom
0x2e0x2e0x5c0x2e0x2e0x5c{FILE},30,path-traversal,anom
0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c{FILE},42,path-traversal,anom
0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c{FILE},54,path-traversal,anom
0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c{FILE},66,path-traversal,anom
0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c{FILE},78,path-traversal,anom
0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c{FILE},90,path-traversal,anom
0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c0x2e0x2e0x5c{FILE},102,path-traversal,anom
..%c0%2f{FILE},14,path-traversal,anom
..%c0%2f..%c0%2f{FILE},22,path-traversal,anom
..%c0%2f..%c0%2f..%c0%2f{FILE},30,path-traversal,anom
..%c0%2f..%c0%2f..%c0%2f..%c0%2f{FILE},38,path-traversal,anom
..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f{FILE},46,path-traversal,anom
..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f{FILE},54,path-traversal,anom
..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f{FILE},62,path-traversal,anom
..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f..%c0%2f{FILE},70,path-traversal,anom
%c0%2e%c0%2e/{FILE},19,path-traversal,anom
%c0%2e%c0%2e/%c0%2e%c0%2e/{FILE},32,path-traversal,anom
%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/{FILE},45,path-traversal,anom
%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/{FILE},58,path-traversal,anom
%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/{FILE},71,path-traversal,anom
%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/{FILE},84,path-traversal,anom
%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/{FILE},97,path-traversal,anom
%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/%c0%2e%c0%2e/{FILE},110,path-traversal,anom
%c0%2e%c0%2e%c0%2f{FILE},24,path-traversal,anom
%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f{FILE},42,path-traversal,anom
%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f{FILE},60,path-traversal,anom
%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f{FILE},78,path-traversal,anom
%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f{FILE},96,path-traversal,anom
%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f{FILE},114,path-traversal,anom
%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f{FILE},132,path-traversal,anom
%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f%c0%2e%c0%2e%c0%2f{FILE},150,path-traversal,anom
..%c0%5c{FILE},14,path-traversal,anom
..%c0%5c..%c0%5c{FILE},22,path-traversal,anom
..%c0%5c..%c0%5c..%c0%5c{FILE},30,path-traversal,anom
..%c0%5c..%c0%5c..%c0%5c..%c0%5c{FILE},38,path-traversal,anom
..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c{FILE},46,path-traversal,anom
..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c{FILE},54,path-traversal,anom
..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c{FILE},62,path-traversal,anom
..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c..%c0%5c{FILE},70,path-traversal,anom
%c0%2e%c0%2e\{FILE},19,path-traversal,anom
%c0%2e%c0%2e\%c0%2e%c0%2e\{FILE},32,path-traversal,anom
%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\{FILE},45,path-traversal,anom
%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\{FILE},58,path-traversal,anom
%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\{FILE},71,path-traversal,anom
%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\{FILE},84,path-traversal,anom
%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\{FILE},97,path-traversal,anom
%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\%c0%2e%c0%2e\{FILE},110,path-traversal,anom
%c0%2e%c0%2e%c0%5c{FILE},24,path-traversal,anom
%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c{FILE},42,path-traversal,anom
%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c{FILE},60,path-traversal,anom
%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c{FILE},78,path-traversal,anom
%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c{FILE},96,path-traversal,anom
%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c{FILE},114,path-traversal,anom
%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c{FILE},132,path-traversal,anom
%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c%c0%2e%c0%2e%c0%5c{FILE},150,path-traversal,anom
///%2e%2e%2f{FILE},18,path-traversal,anom
///%2e%2e%2f%2e%2e%2f{FILE},27,path-traversal,anom
///%2e%2e%2f%2e%2e%2f%2e%2e%2f{FILE},36,path-traversal,anom
///%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f{FILE},45,path-traversal,anom
///%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f{FILE},54,path-traversal,anom
///%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f{FILE},63,path-traversal,anom
///%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f{FILE},72,path-traversal,anom
///%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f%2e%2e%2f{FILE},81,path-traversal,anom
\\\%2e%2e%5c{FILE},18,path-traversal,anom
\\\%2e%2e%5c%2e%2e%5c{FILE},27,path-traversal,anom
\\\%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},36,path-traversal,anom
\\\%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},45,path-traversal,anom
\\\%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},54,path-traversal,anom
\\\%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},63,path-traversal,anom
\\\%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},72,path-traversal,anom
\\\%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c%2e%2e%5c{FILE},81,path-traversal,anom
..//{FILE},10,path-traversal,anom
..//..//{FILE},14,path-traversal,anom
..//..//..//{FILE},18,path-traversal,anom
..//..//..//..//{FILE},22,path-traversal,anom
..//..//..//..//..//{FILE},26,path-traversal,anom
..//..//..//..//..//..//{FILE},30,path-traversal,anom
..//..//..//..//..//..//..//{FILE},34,path-traversal,anom
..//..//..//..//..//..//..//..//{FILE},38,path-traversal,anom
..///{FILE},11,path-traversal,anom
..///..///{FILE},16,path-traversal,anom
..///..///..///{FILE},21,path-traversal,anom
..///..///..///..///{FILE},26,path-traversal,anom
..///..///..///..///..///{FILE},31,path-traversal,anom
..///..///..///..///..///..///{FILE},36,path-traversal,anom
..///..///..///..///..///..///..///{FILE},41,path-traversal,anom
..///..///..///..///..///..///..///..///{FILE},46,path-traversal,anom
..\\{FILE},10,path-traversal,anom
..\\..\\{FILE},14,path-traversal,anom
..\\..\\..\\{FILE},18,path-traversal,anom
..\\..\\..\\..\\{FILE},22,path-traversal,anom
..\\..\\..\\..\\..\\{FILE},26,path-traversal,anom
..\\..\\..\\..\\..\\..\\{FILE},30,path-traversal,anom
..\\..\\..\\..\\..\\..\\..\\{FILE},34,path-traversal,anom
..\\..\\..\\..\\..\\..\\..\\..\\{FILE},38,path-traversal,anom
..\\\{FILE},11,path-traversal,anom
..\\\..\\\{FILE},16,path-traversal,anom
..\\\..\\\..\\\{FILE},21,path-traversal,anom
..\\\..\\\..\\\..\\\{FILE},26,path-traversal,anom
..\\\..\\\..\\\..\\\..\\\{FILE},31,path-traversal,anom
..\\\..\\\..\\\..\\\..\\\..\\\{FILE},36,path-traversal,anom
..\\\..\\\..\\\..\\\..\\\..\\\..\\\{FILE},41,path-traversal,anom
..\\\..\\\..\\\..\\\..\\\..\\\..\\\..\\\{FILE},46,path-traversal,anom
./\/./{FILE},12,path-traversal,anom
./\/././\/./{FILE},18,path-traversal,anom
./\/././\/././\/./{FILE},24,path-traversal,anom
./\/././\/././\/././\/./{FILE},30,path-traversal,anom
./\/././\/././\/././\/././\/./{FILE},36,path-traversal,anom
./\/././\/././\/././\/././\/././\/./{FILE},42,path-traversal,anom
./\/././\/././\/././\/././\/././\/././\/./{FILE},48,path-traversal,anom
./\/././\/././\/././\/././\/././\/././\/././\/./{FILE},54,path-traversal,anom
.\/\.\{FILE},12,path-traversal,anom
.\/\.\.\/\.\{FILE},18,path-traversal,anom
.\/\.\.\/\.\.\/\.\{FILE},24,path-traversal,anom
.\/\.\.\/\.\.\/\.\.\/\.\{FILE},30,path-traversal,anom
.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\{FILE},36,path-traversal,anom
.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\{FILE},42,path-traversal,anom
.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\{FILE},48,path-traversal,anom
.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\.\/\.\{FILE},54,path-traversal,anom
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../{FILE},309,path-traversal,anom
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../{FILE},312,path-traversal,anom
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../{FILE},315,path-traversal,anom
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../{FILE},318,path-traversal,anom
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../../{FILE},321,path-traversal,anom
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../../../{FILE},324,path-traversal,anom
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../../../../{FILE},327,path-traversal,anom
././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././././../../../../../../../../{FILE},330,path-traversal,anom
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\{FILE},309,path-traversal,anom
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\{FILE},312,path-traversal,anom
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\..\{FILE},315,path-traversal,anom
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\..\..\{FILE},318,path-traversal,anom
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\..\..\..\{FILE},321,path-traversal,anom
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\..\..\..\..\{FILE},324,path-traversal,anom
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\..\..\..\..\..\{FILE},327,path-traversal,anom
.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\.\..\..\..\..\..\..\..\..\{FILE},330,path-traversal,anom
./../{FILE},11,path-traversal,anom
./.././../{FILE},16,path-traversal,anom
./.././.././../{FILE},21,path-traversal,anom
./.././.././.././../{FILE},26,path-traversal,anom
./.././.././.././.././../{FILE},31,path-traversal,anom
./.././.././.././.././.././../{FILE},36,path-traversal,anom
./.././.././.././.././.././.././../{FILE},41,path-traversal,anom
./.././.././.././.././.././.././.././../{FILE},46,path-traversal,anom
.\..\{FILE},11,path-traversal,anom
.\..\.\..\{FILE},16,path-traversal,anom
.\..\.\..\.\..\{FILE},21,path-traversal,anom
.\..\.\..\.\..\.\..\{FILE},26,path-traversal,anom
.\..\.\..\.\..\.\..\.\..\{FILE},31,path-traversal,anom
.\..\.\..\.\..\.\..\.\..\.\..\{FILE},36,path-traversal,anom
.\..\.\..\.\..\.\..\.\..\.\..\.\..\{FILE},41,path-traversal,anom
.\..\.\..\.\..\.\..\.\..\.\..\.\..\.\..\{FILE},46,path-traversal,anom
.//..//{FILE},13,path-traversal,anom
.//..//.//..//{FILE},20,path-traversal,anom
.//..//.//..//.//..//{FILE},27,path-traversal,anom
.//..//.//..//.//..//.//..//{FILE},34,path-traversal,anom
.//..//.//..//.//..//.//..//.//..//{FILE},41,path-traversal,anom
.//..//.//..//.//..//.//..//.//..//.//..//{FILE},48,path-traversal,anom
.//..//.//..//.//..//.//..//.//..//.//..//.//..//{FILE},55,path-traversal,anom
.//..//.//..//.//..//.//..//.//..//.//..//.//..//.//..//{FILE},62,path-traversal,anom
.\\..\\{FILE},13,path-traversal,anom
.\\..\\.\\..\\{FILE},20,path-traversal,anom
.\\..\\.\\..\\.\\..\\{FILE},27,path-traversal,anom
.\\..\\.\\..\\.\\..\\.\\..\\{FILE},34,path-traversal,anom
.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\{FILE},41,path-traversal,anom
.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\{FILE},48,path-traversal,anom
.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\{FILE},55,path-traversal,anom
.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\{FILE},62,path-traversal,anom
../{FILE},9,path-traversal,anom
../..//{FILE},13,path-traversal,anom
../..//../{FILE},16,path-traversal,anom
../..//../..//{FILE},20,path-traversal,anom
../..//../..//../{FILE},23,path-traversal,anom
../..//../..//../..//{FILE},27,path-traversal,anom
../..//../..//../..//../{FILE},30,path-traversal,anom
../..//../..//../..//../..//{FILE},34,path-traversal,anom
..\{FILE},9,path-traversal,anom
..\..\\{FILE},13,path-traversal,anom
..\..\\..\{FILE},16,path-traversal,anom
..\..\\..\..\\{FILE},20,path-traversal,anom
..\..\\..\..\\..\{FILE},23,path-traversal,anom
..\..\\..\..\\..\..\\{FILE},27,path-traversal,anom
..\..\\..\..\\..\..\\..\{FILE},30,path-traversal,anom
..\..\\..\..\\..\..\\..\..\\{FILE},34,path-traversal,anom
..///{FILE},11,path-traversal,anom
../..///{FILE},14,path-traversal,anom
../..//..///{FILE},18,path-traversal,anom
../..//../..///{FILE},21,path-traversal,anom
../..//../..//..///{FILE},25,path-traversal,anom
../..//../..//../..///{FILE},28,path-traversal,anom
../..//../..//../..//..///{FILE},32,path-traversal,anom
../..//../..//../..//../..///{FILE},35,path-traversal,anom
..\\\{FILE},11,path-traversal,anom
